date,time,origin,destination,ridership,line_tag,day_type,Line,Arrival1,Station1,Arrival2,Station2,Arrival3,Station3,Arrival4,Station4,Arrival5,Station5,Arrival6,Station6,Arrival7,Station7,Arrival8,Station8,Arrival9,Station9,Arrival10,Station10,Arrival11,Station11,Arrival12,Station12,Arrival13,Station13,Arrival14,Station14,Arrival15,Station15,Arrival16,Station16,Arrival17,Station17,total_stations_visited
2025-02-22,1900-01-01 06:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:10,Seremban,06:15,Batang Benar,06:20,Nilai,06:25,Bangi,06:30,Kajang,06:35,Serdang,06:40,Bandar Tasik Selatan,06:45,Mid Valley,06:50,Sentul,06:55,Bank Negara,07:00,Abdullah Hukum,07:05,KL Sentral,07:10,Batu Kentonmen,07:15,Kepong,07:20,Taman Wahyu,07:25,Batu Caves,17.0
2025-02-22,1900-01-01 08:00:00,Batu Caves,Tampin,4.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 08:00:00,Batu Caves,10:10,Taman Wahyu,10:15,Kepong,10:20,Batu Kentonmen,10:25,KL Sentral,10:30,Abdullah Hukum,10:35,Bank Negara,10:40,Sentul,10:45,Mid Valley,10:50,Bandar Tasik Selatan,10:55,Serdang,11:00,Kajang,11:05,Bangi,11:10,Nilai,11:15,Batang Benar,11:20,Seremban,11:25,Tampin,17.0
2025-02-22,1900-01-01 09:00:00,Tampin,Batu Caves,4.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 09:00:00,Tampin,12:10,Seremban,12:15,Batang Benar,12:20,Nilai,12:25,Bangi,12:30,Kajang,12:35,Serdang,12:40,Bandar Tasik Selatan,12:45,Mid Valley,12:50,Sentul,12:55,Bank Negara,13:00,Abdullah Hukum,13:05,KL Sentral,13:10,Batu Kentonmen,13:15,Kepong,13:20,Taman Wahyu,13:25,Batu Caves,17.0
2025-02-22,1900-01-01 11:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 11:00:00,Batu Caves,16:10,Taman Wahyu,16:15,Kepong,16:20,Batu Kentonmen,16:25,KL Sentral,16:30,Abdullah Hukum,16:35,Bank Negara,16:40,Sentul,16:45,Mid Valley,16:50,Bandar Tasik Selatan,16:55,Serdang,17:00,Kajang,17:05,Bangi,17:10,Nilai,17:15,Batang Benar,17:20,Seremban,17:25,Tampin,17.0
2025-02-22,1900-01-01 13:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 13:00:00,Batu Caves,20:10,Taman Wahyu,20:15,Kepong,20:20,Batu Kentonmen,20:25,KL Sentral,20:30,Abdullah Hukum,20:35,Bank Negara,20:40,Sentul,20:45,Mid Valley,20:50,Bandar Tasik Selatan,20:55,Serdang,21:00,Kajang,21:05,Bangi,21:10,Nilai,21:15,Batang Benar,21:20,Seremban,21:25,Tampin,17.0
2025-02-22,1900-01-01 14:00:00,Tampin,Batu Caves,3.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 14:00:00,Tampin,22:10,Seremban,22:15,Batang Benar,22:20,Nilai,22:25,Bangi,22:30,Kajang,22:35,Serdang,22:40,Bandar Tasik Selatan,22:45,Mid Valley,22:50,Sentul,22:55,Bank Negara,23:00,Abdullah Hukum,23:05,KL Sentral,23:10,Batu Kentonmen,23:15,Kepong,23:20,Taman Wahyu,23:25,Batu Caves,17.0
2025-02-23,1900-01-01 06:00:00,Tampin,Batu Caves,4.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:10,Seremban,06:15,Batang Benar,06:20,Nilai,06:25,Bangi,06:30,Kajang,06:35,Serdang,06:40,Bandar Tasik Selatan,06:45,Mid Valley,06:50,Sentul,06:55,Bank Negara,07:00,Abdullah Hukum,07:05,KL Sentral,07:10,Batu Kentonmen,07:15,Kepong,07:20,Taman Wahyu,07:25,Batu Caves,17.0
2025-02-23,1900-01-01 12:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 12:00:00,Tampin,18:10,Seremban,18:15,Batang Benar,18:20,Nilai,18:25,Bangi,18:30,Kajang,18:35,Serdang,18:40,Bandar Tasik Selatan,18:45,Mid Valley,18:50,Sentul,18:55,Bank Negara,19:00,Abdullah Hukum,19:05,KL Sentral,19:10,Batu Kentonmen,19:15,Kepong,19:20,Taman Wahyu,19:25,Batu Caves,17.0
2025-02-23,1900-01-01 13:00:00,Batu Caves,Tampin,5.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 13:00:00,Batu Caves,20:10,Taman Wahyu,20:15,Kepong,20:20,Batu Kentonmen,20:25,KL Sentral,20:30,Abdullah Hukum,20:35,Bank Negara,20:40,Sentul,20:45,Mid Valley,20:50,Bandar Tasik Selatan,20:55,Serdang,21:00,Kajang,21:05,Bangi,21:10,Nilai,21:15,Batang Benar,21:20,Seremban,21:25,Tampin,17.0
2025-02-23,1900-01-01 14:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 14:00:00,Tampin,22:10,Seremban,22:15,Batang Benar,22:20,Nilai,22:25,Bangi,22:30,Kajang,22:35,Serdang,22:40,Bandar Tasik Selatan,22:45,Mid Valley,22:50,Sentul,22:55,Bank Negara,23:00,Abdullah Hukum,23:05,KL Sentral,23:10,Batu Kentonmen,23:15,Kepong,23:20,Taman Wahyu,23:25,Batu Caves,17.0
2025-02-24,1900-01-01 06:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:05,Seremban,06:10,Batang Benar,06:15,Nilai,06:20,Bangi,06:25,Kajang,06:30,Serdang,06:35,Bandar Tasik Selatan,06:40,Mid Valley,06:45,Sentul,06:50,Bank Negara,06:55,Abdullah Hukum,07:00,KL Sentral,07:05,Batu Kentonmen,07:10,Kepong,07:15,Taman Wahyu,07:20,Batu Caves,17.0
2025-02-24,1900-01-01 12:00:00,Pelabuhan Klang,Tanjong Malim,1.0,Pelabuhan Klang-Tanjong Malim,Weekday,Pelabuhan Klang-Tanjong Malim,1900-01-01 12:00:00,Pelabuhan Klang,12:05,Kampung Baru,12:10,Kampung Batu,12:15,Putra,12:20,Bank Negara,12:25,Kuala Lumpur,12:30,KL Sentral,12:35,Kepong Sentral,12:40,Sungai Buloh,12:45,Kuang,12:50,Rawang,12:55,Kuala Kubu Bharu,13:00,Tanjung Malim,,,,,,,,,13.0
2025-02-24,1900-01-01 14:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 14:00:00,Batu Caves,14:05,Taman Wahyu,14:10,Kepong,14:15,Batu Kentonmen,14:20,KL Sentral,14:25,Abdullah Hukum,14:30,Bank Negara,14:35,Sentul,14:40,Mid Valley,14:45,Bandar Tasik Selatan,14:50,Serdang,14:55,Kajang,15:00,Bangi,15:05,Nilai,15:10,Batang Benar,15:15,Seremban,15:20,Tampin,17.0
2025-02-24,1900-01-01 14:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 14:00:00,Tampin,14:05,Seremban,14:10,Batang Benar,14:15,Nilai,14:20,Bangi,14:25,Kajang,14:30,Serdang,14:35,Bandar Tasik Selatan,14:40,Mid Valley,14:45,Sentul,14:50,Bank Negara,14:55,Abdullah Hukum,15:00,KL Sentral,15:05,Batu Kentonmen,15:10,Kepong,15:15,Taman Wahyu,15:20,Batu Caves,17.0
2025-02-24,1900-01-01 17:00:00,Batu Caves,Tampin,2.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 17:00:00,Batu Caves,17:05,Taman Wahyu,17:10,Kepong,17:15,Batu Kentonmen,17:20,KL Sentral,17:25,Abdullah Hukum,17:30,Bank Negara,17:35,Sentul,17:40,Mid Valley,17:45,Bandar Tasik Selatan,17:50,Serdang,17:55,Kajang,18:00,Bangi,18:05,Nilai,18:10,Batang Benar,18:15,Seremban,18:20,Tampin,17.0
2025-02-24,1900-01-01 19:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 19:00:00,Tampin,19:05,Seremban,19:10,Batang Benar,19:15,Nilai,19:20,Bangi,19:25,Kajang,19:30,Serdang,19:35,Bandar Tasik Selatan,19:40,Mid Valley,19:45,Sentul,19:50,Bank Negara,19:55,Abdullah Hukum,20:00,KL Sentral,20:05,Batu Kentonmen,20:10,Kepong,20:15,Taman Wahyu,20:20,Batu Caves,17.0
2025-02-25,1900-01-01 06:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:05,Seremban,06:10,Batang Benar,06:15,Nilai,06:20,Bangi,06:25,Kajang,06:30,Serdang,06:35,Bandar Tasik Selatan,06:40,Mid Valley,06:45,Sentul,06:50,Bank Negara,06:55,Abdullah Hukum,07:00,KL Sentral,07:05,Batu Kentonmen,07:10,Kepong,07:15,Taman Wahyu,07:20,Batu Caves,17.0
2025-02-25,1900-01-01 11:00:00,Pelabuhan Klang,Tanjong Malim,1.0,Pelabuhan Klang-Tanjong Malim,Weekday,Pelabuhan Klang-Tanjong Malim,1900-01-01 11:00:00,Pelabuhan Klang,11:05,Kampung Baru,11:10,Kampung Batu,11:15,Putra,11:20,Bank Negara,11:25,Kuala Lumpur,11:30,KL Sentral,11:35,Kepong Sentral,11:40,Sungai Buloh,11:45,Kuang,11:50,Rawang,11:55,Kuala Kubu Bharu,12:00,Tanjung Malim,,,,,,,,,13.0
2025-02-25,1900-01-01 14:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 14:00:00,Batu Caves,14:05,Taman Wahyu,14:10,Kepong,14:15,Batu Kentonmen,14:20,KL Sentral,14:25,Abdullah Hukum,14:30,Bank Negara,14:35,Sentul,14:40,Mid Valley,14:45,Bandar Tasik Selatan,14:50,Serdang,14:55,Kajang,15:00,Bangi,15:05,Nilai,15:10,Batang Benar,15:15,Seremban,15:20,Tampin,17.0
2025-02-25,1900-01-01 14:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 14:00:00,Tampin,14:05,Seremban,14:10,Batang Benar,14:15,Nilai,14:20,Bangi,14:25,Kajang,14:30,Serdang,14:35,Bandar Tasik Selatan,14:40,Mid Valley,14:45,Sentul,14:50,Bank Negara,14:55,Abdullah Hukum,15:00,KL Sentral,15:05,Batu Kentonmen,15:10,Kepong,15:15,Taman Wahyu,15:20,Batu Caves,17.0
2025-02-25,1900-01-01 15:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 15:00:00,Tanjung Malim,15:05,Kuala Kubu Bharu,15:10,Rawang,15:15,Kuang,15:20,Sungai Buloh,15:25,Kepong Sentral,15:30,KL Sentral,15:35,Kuala Lumpur,15:40,Bank Negara,15:45,Putra,15:50,Kampung Batu,15:55,Kampung Baru,16:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-25,1900-01-01 19:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 19:00:00,Batu Caves,19:05,Taman Wahyu,19:10,Kepong,19:15,Batu Kentonmen,19:20,KL Sentral,19:25,Abdullah Hukum,19:30,Bank Negara,19:35,Sentul,19:40,Mid Valley,19:45,Bandar Tasik Selatan,19:50,Serdang,19:55,Kajang,20:00,Bangi,20:05,Nilai,20:10,Batang Benar,20:15,Seremban,20:20,Tampin,17.0
2025-02-25,1900-01-01 19:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 19:00:00,Tanjung Malim,19:05,Kuala Kubu Bharu,19:10,Rawang,19:15,Kuang,19:20,Sungai Buloh,19:25,Kepong Sentral,19:30,KL Sentral,19:35,Kuala Lumpur,19:40,Bank Negara,19:45,Putra,19:50,Kampung Batu,19:55,Kampung Baru,20:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-26,1900-01-01 06:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:05,Seremban,06:10,Batang Benar,06:15,Nilai,06:20,Bangi,06:25,Kajang,06:30,Serdang,06:35,Bandar Tasik Selatan,06:40,Mid Valley,06:45,Sentul,06:50,Bank Negara,06:55,Abdullah Hukum,07:00,KL Sentral,07:05,Batu Kentonmen,07:10,Kepong,07:15,Taman Wahyu,07:20,Batu Caves,17.0
2025-02-26,1900-01-01 16:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 16:00:00,Tampin,16:05,Seremban,16:10,Batang Benar,16:15,Nilai,16:20,Bangi,16:25,Kajang,16:30,Serdang,16:35,Bandar Tasik Selatan,16:40,Mid Valley,16:45,Sentul,16:50,Bank Negara,16:55,Abdullah Hukum,17:00,KL Sentral,17:05,Batu Kentonmen,17:10,Kepong,17:15,Taman Wahyu,17:20,Batu Caves,17.0
2025-02-26,1900-01-01 17:00:00,Batu Caves,Tampin,2.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 17:00:00,Batu Caves,17:05,Taman Wahyu,17:10,Kepong,17:15,Batu Kentonmen,17:20,KL Sentral,17:25,Abdullah Hukum,17:30,Bank Negara,17:35,Sentul,17:40,Mid Valley,17:45,Bandar Tasik Selatan,17:50,Serdang,17:55,Kajang,18:00,Bangi,18:05,Nilai,18:10,Batang Benar,18:15,Seremban,18:20,Tampin,17.0
2025-02-26,1900-01-01 19:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 19:00:00,Tampin,19:05,Seremban,19:10,Batang Benar,19:15,Nilai,19:20,Bangi,19:25,Kajang,19:30,Serdang,19:35,Bandar Tasik Selatan,19:40,Mid Valley,19:45,Sentul,19:50,Bank Negara,19:55,Abdullah Hukum,20:00,KL Sentral,20:05,Batu Kentonmen,20:10,Kepong,20:15,Taman Wahyu,20:20,Batu Caves,17.0
2025-02-26,1900-01-01 20:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 20:00:00,Tanjung Malim,20:05,Kuala Kubu Bharu,20:10,Rawang,20:15,Kuang,20:20,Sungai Buloh,20:25,Kepong Sentral,20:30,KL Sentral,20:35,Kuala Lumpur,20:40,Bank Negara,20:45,Putra,20:50,Kampung Batu,20:55,Kampung Baru,21:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-27,1900-01-01 11:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 11:00:00,Tampin,11:05,Seremban,11:10,Batang Benar,11:15,Nilai,11:20,Bangi,11:25,Kajang,11:30,Serdang,11:35,Bandar Tasik Selatan,11:40,Mid Valley,11:45,Sentul,11:50,Bank Negara,11:55,Abdullah Hukum,12:00,KL Sentral,12:05,Batu Kentonmen,12:10,Kepong,12:15,Taman Wahyu,12:20,Batu Caves,17.0
2025-02-27,1900-01-01 16:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 16:00:00,Batu Caves,16:05,Taman Wahyu,16:10,Kepong,16:15,Batu Kentonmen,16:20,KL Sentral,16:25,Abdullah Hukum,16:30,Bank Negara,16:35,Sentul,16:40,Mid Valley,16:45,Bandar Tasik Selatan,16:50,Serdang,16:55,Kajang,17:00,Bangi,17:05,Nilai,17:10,Batang Benar,17:15,Seremban,17:20,Tampin,17.0
2025-02-27,1900-01-01 17:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 17:00:00,Batu Caves,17:05,Taman Wahyu,17:10,Kepong,17:15,Batu Kentonmen,17:20,KL Sentral,17:25,Abdullah Hukum,17:30,Bank Negara,17:35,Sentul,17:40,Mid Valley,17:45,Bandar Tasik Selatan,17:50,Serdang,17:55,Kajang,18:00,Bangi,18:05,Nilai,18:10,Batang Benar,18:15,Seremban,18:20,Tampin,17.0
2025-02-27,1900-01-01 20:00:00,Batu Caves,Tampin,2.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 20:00:00,Batu Caves,20:05,Taman Wahyu,20:10,Kepong,20:15,Batu Kentonmen,20:20,KL Sentral,20:25,Abdullah Hukum,20:30,Bank Negara,20:35,Sentul,20:40,Mid Valley,20:45,Bandar Tasik Selatan,20:50,Serdang,20:55,Kajang,21:00,Bangi,21:05,Nilai,21:10,Batang Benar,21:15,Seremban,21:20,Tampin,17.0
2025-02-28,1900-01-01 06:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:05,Seremban,06:10,Batang Benar,06:15,Nilai,06:20,Bangi,06:25,Kajang,06:30,Serdang,06:35,Bandar Tasik Selatan,06:40,Mid Valley,06:45,Sentul,06:50,Bank Negara,06:55,Abdullah Hukum,07:00,KL Sentral,07:05,Batu Kentonmen,07:10,Kepong,07:15,Taman Wahyu,07:20,Batu Caves,17.0
2025-02-28,1900-01-01 11:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 11:00:00,Batu Caves,11:05,Taman Wahyu,11:10,Kepong,11:15,Batu Kentonmen,11:20,KL Sentral,11:25,Abdullah Hukum,11:30,Bank Negara,11:35,Sentul,11:40,Mid Valley,11:45,Bandar Tasik Selatan,11:50,Serdang,11:55,Kajang,12:00,Bangi,12:05,Nilai,12:10,Batang Benar,12:15,Seremban,12:20,Tampin,17.0
2025-02-28,1900-01-01 13:00:00,Batu Caves,Tampin,2.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 13:00:00,Batu Caves,13:05,Taman Wahyu,13:10,Kepong,13:15,Batu Kentonmen,13:20,KL Sentral,13:25,Abdullah Hukum,13:30,Bank Negara,13:35,Sentul,13:40,Mid Valley,13:45,Bandar Tasik Selatan,13:50,Serdang,13:55,Kajang,14:00,Bangi,14:05,Nilai,14:10,Batang Benar,14:15,Seremban,14:20,Tampin,17.0
2025-02-28,1900-01-01 15:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 15:00:00,Tanjung Malim,15:05,Kuala Kubu Bharu,15:10,Rawang,15:15,Kuang,15:20,Sungai Buloh,15:25,Kepong Sentral,15:30,KL Sentral,15:35,Kuala Lumpur,15:40,Bank Negara,15:45,Putra,15:50,Kampung Batu,15:55,Kampung Baru,16:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-28,1900-01-01 17:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 17:00:00,Tanjung Malim,17:05,Kuala Kubu Bharu,17:10,Rawang,17:15,Kuang,17:20,Sungai Buloh,17:25,Kepong Sentral,17:30,KL Sentral,17:35,Kuala Lumpur,17:40,Bank Negara,17:45,Putra,17:50,Kampung Batu,17:55,Kampung Baru,18:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-28,1900-01-01 19:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 19:00:00,Batu Caves,19:05,Taman Wahyu,19:10,Kepong,19:15,Batu Kentonmen,19:20,KL Sentral,19:25,Abdullah Hukum,19:30,Bank Negara,19:35,Sentul,19:40,Mid Valley,19:45,Bandar Tasik Selatan,19:50,Serdang,19:55,Kajang,20:00,Bangi,20:05,Nilai,20:10,Batang Benar,20:15,Seremban,20:20,Tampin,17.0
2025-02-28,1900-01-01 19:00:00,Tampin,Batu Caves,3.0,Tampin-Batu Caves,Weekday,Tampin-Batu Caves,1900-01-01 19:00:00,Tampin,19:05,Seremban,19:10,Batang Benar,19:15,Nilai,19:20,Bangi,19:25,Kajang,19:30,Serdang,19:35,Bandar Tasik Selatan,19:40,Mid Valley,19:45,Sentul,19:50,Bank Negara,19:55,Abdullah Hukum,20:00,KL Sentral,20:05,Batu Kentonmen,20:10,Kepong,20:15,Taman Wahyu,20:20,Batu Caves,17.0
2025-02-28,1900-01-01 19:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekday,Tanjong Malim-Pelabuhan Klang,1900-01-01 19:00:00,Tanjung Malim,19:05,Kuala Kubu Bharu,19:10,Rawang,19:15,Kuang,19:20,Sungai Buloh,19:25,Kepong Sentral,19:30,KL Sentral,19:35,Kuala Lumpur,19:40,Bank Negara,19:45,Putra,19:50,Kampung Batu,19:55,Kampung Baru,20:00,Pelabuhan Klang,,,,,,,,,13.0
2025-02-28,1900-01-01 20:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekday,Batu Caves-Tampin,1900-01-01 20:00:00,Batu Caves,20:05,Taman Wahyu,20:10,Kepong,20:15,Batu Kentonmen,20:20,KL Sentral,20:25,Abdullah Hukum,20:30,Bank Negara,20:35,Sentul,20:40,Mid Valley,20:45,Bandar Tasik Selatan,20:50,Serdang,20:55,Kajang,21:00,Bangi,21:05,Nilai,21:10,Batang Benar,21:15,Seremban,21:20,Tampin,17.0
2025-03-01,1900-01-01 06:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:10,Seremban,06:15,Batang Benar,06:20,Nilai,06:25,Bangi,06:30,Kajang,06:35,Serdang,06:40,Bandar Tasik Selatan,06:45,Mid Valley,06:50,Sentul,06:55,Bank Negara,07:00,Abdullah Hukum,07:05,KL Sentral,07:10,Batu Kentonmen,07:15,Kepong,07:20,Taman Wahyu,07:25,Batu Caves,17.0
2025-03-01,1900-01-01 07:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 07:00:00,Tampin,08:10,Seremban,08:15,Batang Benar,08:20,Nilai,08:25,Bangi,08:30,Kajang,08:35,Serdang,08:40,Bandar Tasik Selatan,08:45,Mid Valley,08:50,Sentul,08:55,Bank Negara,09:00,Abdullah Hukum,09:05,KL Sentral,09:10,Batu Kentonmen,09:15,Kepong,09:20,Taman Wahyu,09:25,Batu Caves,17.0
2025-03-01,1900-01-01 09:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 09:00:00,Tampin,12:10,Seremban,12:15,Batang Benar,12:20,Nilai,12:25,Bangi,12:30,Kajang,12:35,Serdang,12:40,Bandar Tasik Selatan,12:45,Mid Valley,12:50,Sentul,12:55,Bank Negara,13:00,Abdullah Hukum,13:05,KL Sentral,13:10,Batu Kentonmen,13:15,Kepong,13:20,Taman Wahyu,13:25,Batu Caves,17.0
2025-03-01,1900-01-01 10:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 10:00:00,Batu Caves,14:10,Taman Wahyu,14:15,Kepong,14:20,Batu Kentonmen,14:25,KL Sentral,14:30,Abdullah Hukum,14:35,Bank Negara,14:40,Sentul,14:45,Mid Valley,14:50,Bandar Tasik Selatan,14:55,Serdang,15:00,Kajang,15:05,Bangi,15:10,Nilai,15:15,Batang Benar,15:20,Seremban,15:25,Tampin,17.0
2025-03-01,1900-01-01 13:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 13:00:00,Batu Caves,20:10,Taman Wahyu,20:15,Kepong,20:20,Batu Kentonmen,20:25,KL Sentral,20:30,Abdullah Hukum,20:35,Bank Negara,20:40,Sentul,20:45,Mid Valley,20:50,Bandar Tasik Selatan,20:55,Serdang,21:00,Kajang,21:05,Bangi,21:10,Nilai,21:15,Batang Benar,21:20,Seremban,21:25,Tampin,17.0
2025-03-01,1900-01-01 19:00:00,Tanjong Malim,Pelabuhan Klang,1.0,Tanjong Malim-Pelabuhan Klang,Weekend,Tanjong Malim-Pelabuhan Klang,1900-01-01 19:00:00,Tanjung Malim,15:10,Kuala Kubu Bharu,15:15,Rawang,15:20,Kuang,15:25,Sungai Buloh,15:30,Kepong Sentral,15:35,KL Sentral,15:40,Kuala Lumpur,15:45,Bank Negara,15:50,Putra,15:55,Kampung Batu,16:00,Kampung Baru,16:05,Pelabuhan Klang,,,,,,,,,13.0
2025-03-02,1900-01-01 06:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 06:00:00,Tampin,06:10,Seremban,06:15,Batang Benar,06:20,Nilai,06:25,Bangi,06:30,Kajang,06:35,Serdang,06:40,Bandar Tasik Selatan,06:45,Mid Valley,06:50,Sentul,06:55,Bank Negara,07:00,Abdullah Hukum,07:05,KL Sentral,07:10,Batu Kentonmen,07:15,Kepong,07:20,Taman Wahyu,07:25,Batu Caves,17.0
2025-03-02,1900-01-01 07:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 07:00:00,Batu Caves,08:10,Taman Wahyu,08:15,Kepong,08:20,Batu Kentonmen,08:25,KL Sentral,08:30,Abdullah Hukum,08:35,Bank Negara,08:40,Sentul,08:45,Mid Valley,08:50,Bandar Tasik Selatan,08:55,Serdang,09:00,Kajang,09:05,Bangi,09:10,Nilai,09:15,Batang Benar,09:20,Seremban,09:25,Tampin,17.0
2025-03-02,1900-01-01 08:00:00,Tampin,Batu Caves,1.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 08:00:00,Tampin,10:10,Seremban,10:15,Batang Benar,10:20,Nilai,10:25,Bangi,10:30,Kajang,10:35,Serdang,10:40,Bandar Tasik Selatan,10:45,Mid Valley,10:50,Sentul,10:55,Bank Negara,11:00,Abdullah Hukum,11:05,KL Sentral,11:10,Batu Kentonmen,11:15,Kepong,11:20,Taman Wahyu,11:25,Batu Caves,17.0
2025-03-02,1900-01-01 10:00:00,Batu Caves,Tampin,1.0,Batu Caves-Tampin,Weekend,Batu Caves-Tampin,1900-01-01 10:00:00,Batu Caves,14:10,Taman Wahyu,14:15,Kepong,14:20,Batu Kentonmen,14:25,KL Sentral,14:30,Abdullah Hukum,14:35,Bank Negara,14:40,Sentul,14:45,Mid Valley,14:50,Bandar Tasik Selatan,14:55,Serdang,15:00,Kajang,15:05,Bangi,15:10,Nilai,15:15,Batang Benar,15:20,Seremban,15:25,Tampin,17.0
2025-03-02,1900-01-01 11:00:00,Tampin,Batu Caves,2.0,Tampin-Batu Caves,Weekend,Tampin-Batu Caves,1900-01-01 11:00:00,Tampin,16:10,Seremban,16:15,Batang Benar,16:20,Nilai,16:25,Bangi,16:30,Kajang,16:35,Serdang,16:40,Bandar Tasik Selatan,16:45,Mid Valley,16:50,Sentul,16:55,Bank Negara,17:00,Abdullah Hukum,17:05,KL Sentral,17:10,Batu Kentonmen,17:15,Kepong,17:20,Taman Wahyu,17:25,Batu Caves,17.0
